"isbn","bookTitle","aliases","authorEditor","language","edition","year","publicationDate","productForm","country","status","administrator","applicationNo","applicationSubmitted","verificationNotes","earmarked","available","used","totalEarmarked","booksSubmitted","booksPending","booksSurrendered","applicationSerialNo","bookSerialNo","sourceRow"
"978-93-341-5465-8","विदेह मैथिली ई पत्रिका अंक 44","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2009-10-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","32184|ISBN|2024|A","2024-10-25","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","43","1","231"
"978-93-341-5302-6","विदेह मैथिली ई पत्रिका अंक 42","","Kumari Prity Preeti Thakur","Maithili","","2024","2009-09-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","31855|ISBN|2024|A","2024-10-23","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","44","1","232"
"978-93-341-5219-7","विदेह मैथिली ई पत्रिका अंक 41","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2009-09-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","31698|ISBN|2024|A","2024-10-22","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","45","1","233"
"978-93-341-4922-7","विदेह मैथिली ई पत्रिका अंक 40","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2009-08-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","31164|ISBN|2024|A","2024-10-16","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","46","1","234"
"978-93-341-4800-8","विदेह मैथिली ई पत्रिका अंक ३८","","Kumari Prity प्रीति ठाकुर Preeti Thakur","Maithili","","2024","2009-07-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","30912|ISBN|2024|A","2024-10-15","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","47","1","235"
"978-93-341-4668-4","विदेह मैथिली ई पत्रिका अंक ३६","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2009-06-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","30690|ISBN|2024|A","2024-10-14","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","48","1","236"
"978-93-341-4578-6","विदेह मैथिली ई पत्रिका अंक 34","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2009-05-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","30552|ISBN|2024|A","2024-10-11","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","49","1","237"
"978-93-341-4475-8","विदेह मैथिली ई पत्रिका अंक 404 मिथिलाक्षर","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2024-10-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","30355|ISBN|2024|A","2024-10-10","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","50","1","238"
"978-93-341-4276-1","विदेह मैथिली ई पत्रिका अंक 32","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2009-04-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","30000|ISBN|2024|A","2024-10-07","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","51","1","239"
"978-93-341-4125-2","विदेह मैथिली ई पत्रिका अंक ३०","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2009-03-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","29680|ISBN|2024|A","2024-10-04","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","52","1","240"
"978-93-341-3943-3","विदेह मैथिली ई पत्रिका अंक 28","","Kumari Prity प्रीति ठाकुर Preeti Thakur","Maithili","","2024","2009-02-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","29371|ISBN|2024|A","2024-10-01","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","53","1","241"
"978-93-341-3731-6","विदेह मैथिली ई पत्रिका अंक २६","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2009-01-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","28980|ISBN|2024|A","2024-09-27","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","54","1","242"
"978-93-341-3651-7","विदेह मैथिली ई पत्रिका अंक २४","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2008-12-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","28797|ISBN|2024|A","2024-09-26","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","55","1","243"
"978-93-341-3581-7","विदेह मैथिली ई पत्रिका अंक २२","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2008-11-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","28699|ISBN|2024|A","2024-09-25","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","56","1","244"
"978-93-341-3569-5","विदेह मैथिली ई पत्रिका अंक बीस","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2008-10-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","28660|ISBN|2024|A","2024-09-25","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","57","1","245"
"978-93-341-3539-8","विदेह मैथिली ई पत्रिका अंक अठारह","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2008-09-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","28594|ISBN|2024|A","2024-09-25","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","58","1","246"
"978-93-341-3463-6","विदेह मैथिली ई पत्रिका अंक सोलह","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2008-08-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","28491|ISBN|2024|A","2024-09-24","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","59","1","247"
"978-93-341-3455-1","विदेह मैथिली ई पत्रिका अंक चौदह","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2008-07-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","28446|ISBN|2024|A","2024-09-24","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","60","1","248"
"978-93-341-3376-9","विदेह 403 मिथिलाक्षर","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2024-10-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","28294|ISBN|2024|A","2024-09-23","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","61","1","249"
"978-93-341-3243-4","विदेह मैथिली ई पत्रिका अंक बारह","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2008-06-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","28013|ISBN|2024|A","2024-09-20","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","62","1","250"
"978-93-341-3196-3","विदेह मैथिली ई पत्रिका अंक दस","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2008-05-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","27958|ISBN|2024|A","2024-09-20","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","63","1","251"
"978-93-341-3158-1","विदेह मैथिली ई पत्रिका अंक आठ","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2008-04-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","27834|ISBN|2024|A","2024-09-19","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","64","1","252"
"978-93-341-2969-4","विदेह मैथिली ई पत्रिका अंक ६","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2008-03-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","27557|ISBN|2024|A","2024-09-18","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","65","1","253"
"978-93-341-2844-4","विदेह ई पत्रिका अंक ४","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2008-02-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","27182|ISBN|2024|A","2024-09-13","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","66","1","254"
"978-93-341-2767-6","विदेह मैथिली ई पत्रिका अंक २ जनवरी १५ २००८","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2008-02-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","27060|ISBN|2024|A","2024-09-12","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","67","1","255"
"978-93-341-2707-2","विदेह ४०२ मिथिलाक्षर","","Kumari Prity Preeti Thakur","Maithili","","2024","2024-09-15","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","26953|ISBN|2024|A","2024-09-11","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","68","1","256"
"978-93-341-2631-0","विदेह मैथिली शिशु उत्सव विदेह सदेह ९","","Kumari Prity Preeti Thakur","Maithili","2024","2024","2012-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","26798|ISBN|2024|A","2024-09-10","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","69","1","257"
"978-93-341-2562-7","विदेह मैथिली प्रबन्ध निबन्ध समालोचना विदेह सदेह १०","","Kumari Prity Preeti Thakur","Maithili","2024","2024","2012-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","26621|ISBN|2024|A","2024-09-09","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","70","1","258"
"978-93-341-2456-9","विदेह सदेह ११","","Kumari Prity Preeti Thakur","Maithili","2024","2024","2012-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","26411|ISBN|2024|A","2024-09-06","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","71","1","259"
"978-93-341-2374-6","विदेह:सदेह १२","","Kumari Prity Preeti Thakur","Maithili","2024","2024","2012-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","26245|ISBN|2024|A","2024-09-05","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","72","1","260"
"978-93-341-2286-2","विदेह सदेह १३","","Kumari Prity Preeti Thakur","Maithili","2024","2024","2013-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","26113|ISBN|2024|A","2024-09-04","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","73","1","261"
"978-93-341-2183-4","विदेह सदेह १४","","Kumari Prity Preeti Thakur","Maithili","2022","2024","2013-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","25864|ISBN|2024|A","2024-09-02","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","74","1","262"
"978-93-341-2055-4","विदेह सदेह १५","","Kumari Prity Preeti Thakur","Maithili","2022","2024","2013-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","25620|ISBN|2024|A","2024-08-30","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","75","1","263"
"978-93-341-2018-9","विदेह सदेह १६","","Kumari Prity Preeti Thakur","Maithili","2022","2024","2014-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","25539|ISBN|2024|A","2024-08-30","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","76","1","264"
"978-93-341-1969-5","विदेह सदेह १७","","Kumari Prity Preeti Thakur","Maithili","2022","2024","2015-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","25440|ISBN|2024|A","2024-08-29","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","77","1","265"
"978-93-341-1936-7","विदेह सदेह १८","","Kumari Prity Preeti Thakur","Maithili","2022","2024","2018-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","25379|ISBN|2024|A","2024-08-29","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","78","1","266"
"978-93-341-1792-9","विदेह सदेह १९","","Kumari Prity Preeti Thakur","Maithili","2022","2024","2018-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","25052|ISBN|2024|A","2024-08-27","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","79","1","267"
"978-93-341-1630-4","विदेह सदेह २०","","Kumari Prity Preeti Thakur","Maithili","2024","2024","2020-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","24735|ISBN|2024|A","2024-08-23","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","80","1","268"
"978-93-341-1554-3","विदेह सदेह २१","","Kumari Prity Preeti Thakur","Maithili","2022","2024","2020-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","24588|ISBN|2024|A","2024-08-22","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","81","1","269"
"978-93-341-1477-5","विदेह सदेह २२","","Kumari Prity Preeti Thakur","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","24456|ISBN|2024|A","2024-08-21","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","82","1","270"
"978-93-341-1324-2","विदेह सदेह २३","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","24143|ISBN|2024|A","2024-08-19","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","83","1","271"
"978-93-341-1060-9","विदेह सदेह २४","","Kumari Prity Preeti Thakur","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","23629|ISBN|2024|A","2024-08-13","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","84","1","272"
"978-93-341-0981-8","विदेह सदेह २५","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","23481|ISBN|2024|A","2024-08-12","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","85","1","273"
"978-93-341-0669-5","विदेह सदेह २६ डॉ शम्भु कुमार सिंह आ डॉ अरुण कुमार सिंह अंक १ to ३५० सँ","","Kumari Prity Preeti Thakur","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","22863|ISBN|2024|A","2024-08-07","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","86","1","274"
"978-93-341-0456-1","विदेह सदेह २७ गजेन्द्र ठाकुर आ रवि भूषण पाठकक आन भाषासँ अनूदित गद्य आ पद्य अंक १ to ३५० सँ","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","22404|ISBN|2024|A","2024-08-02","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","87","1","275"
"978-93-341-0402-8","विदेह सदेह २८ अनूदित गद्य आ पद्य अंक १ to ३५०","Gadya Padya Bharti 1 | Videha Sadeha 28","Kumari Prity Preeti Thakur","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","22290|ISBN|2024|A","2024-08-01","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","88","1","276"
"978-93-341-0342-7","विदेह सदेह २९ रवि भूषण पाठक आ डॉ. कैलाश कुमार मिश्र अंक १ to ३५० सँ","","Kumari Prity Preeti Thakur","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","22178|ISBN|2024|A","2024-08-01","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","89","1","277"
"978-93-341-0276-5","विदेह सदेह ३० स्कूल-कॉलेजक विद्यार्थी लेल अंक १ to ३५० सँ","","Kumari Prity Preeti Thakur","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","22056|ISBN|2024|A","2024-07-31","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","90","1","278"
"978-93-340-9863-1","विदेह सदेह ३१ डॉ. कामिनी कामायनी आ कुमार मनोज कश्यप अंक १ to ३५० सँ","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","21135|ISBN|2024|A","2024-07-24","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","91","1","279"
"978-93-340-9773-3","हमर मोनक इच्छा 2024","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2024-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","20872|ISBN|2024|A","2024-07-23","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","92","1","280"
"978-93-340-9564-7","Videha Sadeha 32 A Collection Vol I of Creative Maithili Writings in Prose and Verse epublished in Videha ejournal issues 1 to 350 at www.videha.co.in","","Kumari Prity प्रीति ठाकुर Preeti Thakur","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","20387|ISBN|2024|A","2024-07-18","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","93","1","281"
"978-93-340-9241-7","विदेह सदेह ३३ रचनात्मक गद्य पद्य लेखन भाग २ अंक १ to३५० सँ","","Kumari Prity Preeti Thakur","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","19720|ISBN|2024|A","2024-07-12","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","94","1","282"
"978-93-340-9124-3","विदेह सदेह ३४ रचनात्मक गद्य पद्य लेखन भाग ३ अंक १ to ३५० सँ","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","2024","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","19289|ISBN|2024|A","2024-07-09","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","95","1","283"
"978-93-340-8606-5","विदेह सदेह ३५ रचनात्मक गद्य पद्य लेखन भाग ४ अंक १ सँ ३५०","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2020-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","18217|ISBN|2024|A","2024-07-01","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","97","1","284"
"978-93-340-8410-8","मैथिली चित्रकथा (बाल साहित्य) (2009)","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","2024","2024","2009-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","17783|ISBN|2024|A","2024-06-27","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","98","1","285"
"978-93-340-8262-3","रङ सभ अनुवाद बाल चित्रकथा बाल साहित्य 2022","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","17396|ISBN|2024|A","2024-06-25","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","99","1","286"
"978-93-340-7852-7","बो म्याउ बाह अनुवाद बाल चित्रकथा बाल साहित्य 2022","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","16270|ISBN|2024|A","2024-06-14","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","100","1","287"
"978-93-340-7668-4","सभ खाइत अछि अनुवाद बाल चित्रकथा बाल साहित्य 2022","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","15734|ISBN|2024|A","2024-06-11","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","101","1","288"
"978-93-340-7439-0","ए बी सी डी प्रकृति अक्षर पोथी अनुवाद बाल चित्रकथा बाल साहित्य 2022","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","15050|ISBN|2024|A","2024-06-06","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","102","1","289"
"978-93-340-7172-6","रेस अनुवाद बाल चित्रकथा बाल साहित्य 2022","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","","2024","2022-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","14291|ISBN|2024|A","2024-05-30","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","103","1","290"
"978-93-340-7051-4","बाजार आवाज अनुवादक बाल चित्रकथा बाल साहित्य Ist Edition 2019 Revised Edition 2022","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","2022","2024","2019-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","13993|ISBN|2024|A","2024-05-28","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","104","1","291"
"978-93-340-6752-1","पोथी 13 1 2 3 अनुवाद बाल चित्रकथा बाल साहित्य Ist Edition 2018 Revised Edition 2022","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","2022","2024","2018-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","13339|ISBN|2024|A","2024-05-21","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","106","1","292"
"978-93-340-6552-7","जानवर (अनुवाद- बाल चित्रकथा, बाल साहित्य) (Ist Edition 2016, Revised Edition 2022)","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","2022","2024","2016-01-02","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","12895|ISBN|2024|A","2024-05-17","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","107","1","293"
"978-93-340-6328-8","विद्यापतिक पुरुष परीक्षा (बाल साहित्य) (2012)","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","2024","2024","2012-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","12437|ISBN|2024|A","2024-05-13","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","108","1","294"
"978-93-340-6202-1","मिथिलाक लोकदेवता (बाल साहित्य) (2010)","","Kumari Prity Preeti Thakur प्रीति ठाकुर","Maithili","2024","2024","2009-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","12205|ISBN|2024|A","2024-05-10","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","109","1","295"
"978-93-340-5351-7","गोनू झा आ आन मैथिली चित्रकथा -पहिल मैथिली चित्रकथा- मूल (बाल साहित्य) (2008)","","Kumari Prity प्रीति ठाकुर","Maithili","2024","2024","2008-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","10563|ISBN|2024|A","2024-04-23","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","112","1","296"
"978-93-340-5151-3","Compiled Scanned Catalogued 11000 PALM LEAF PANJI INSCRIPTIONS VOLUME I TO XXII","","Kumari Prity प्रीति ठाकुर","Maithili","2024","2024","2007-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","10114|ISBN|2024|A","2024-04-17","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","113","1","297"
"978-93-340-4931-2","3. हमर परिवार (अनुवाद- बाल चित्रकथा, बाल साहित्य) (Ist Edition 2007, Revised Edition 2022)","","Kumari Prity प्रीति ठाकुर","Maithili","2022","2024","2007-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","9655|ISBN|2024|A","2024-04-10","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","114","1","298"
"978-93-340-4851-3","माल-जाल आ जानवर दिस देखू (अनुवाद- बाल चित्रकथा, बाल साहित्य) (Ist Edition 2003, Revised Edition 2022)","","Kumari Prity प्रीति ठाकुर","Maithili","2022","2024","2003-01-01","Book","INDIA","Allotted |

Allocation Letter","Kumari Prity","9529|ISBN|2024|A","2024-04-09","(Edit Expired) | Surrender ISBN
| Final Verso Page Uploaded [Verification Pending from RRRNA]","1","0","1","1","0","0","0","115","1","299"
